연번,도로명주소,지번주소,위도,경도,건물명,구 명칭,전화번호,유형,개방시간,소재지 용도,화장실 현황,장애인화장실 현황,편의시설 (기타설비),안내표지,소재지,비고
119,서울특별시 강북구 삼양로19길 154,서울특별시 강북구 미아동 1353-8,127.0156668,37.61698637,강북구 보건소 삼각산보건지소,강북구, , , , , , , , , , 
120,서울특별시 강북구 삼양로47길 9,서울특별시 강북구 미아동 748-51,127.0185548,37.62292675,삼양동 종합복지센터 화장실,강북구, , , , , , , , , , 
121,서울특별시 강북구 도봉로69길 29,서울특별시 강북구 수유동 55-29,127.0218375,37.63055191,수유마을시장 공영주차장 화장실,강북구, , , , , , , , , , 
122,서울특별시 강북구 삼양로 204,서울특별시 강북구 미아동 734-108,127.020453,37.62202863,효성용양병원 화장실,강북구, , , , , , , , , , 
123,서울특별시 강북구 도봉로 74,서울특별시 강북구 미아동 70-20,127.0302889,37.61574529,햇빛병원 화장실,강북구, , , , , , , , , , 
124,서울특별시 강북구 도봉로 301,서울특별시 강북구 수유동 45-15,127.0227045,37.63542152,대한병원 화장실,강북구, , , , , , , , , , 
125,서울특별시 강북구 도봉로 266,서울특별시 강북구 미아동 189-6,127.0241469,37.63229407,포근한요양병원 화장실,강북구, , , , , , , , , , 
126,서울특별시 강북구 도봉로 181,서울특별시 강북구 미아동 304-7,127.0263268,37.62498509,성신병원 화장실,강북구, , , , , , , , , , 
127,서울특별시 강북구 덕릉로 73,서울특별시 강북구 수유동 47-9,127.0218402,37.6347792,신일병원 화장실,강북구, , , , , , , , , , 
128,서울특별시 강북구 삼양로91가길 19,서울특별시 강북구 수유동 405-8,127.0160132,37.63608153,수유북부시장 화장실,강북구, , , , , , , , , , 
129,서울특별시 강북구 삼양로 247,서울특별시 강북구 미아동 1359,127.0178469,37.62550394,롯데마트 삼양점 화장실,강북구, , , , , , , , , , 
130,서울특별시 서초구 양재천로 107-2,서울특별시 서초구 양재동 99-5,127.0408214,37.476796,양재천근린공원, ,02-2155-6736,공중화장실,상시,개방,남1 여1,남1 여1,손건조기, , , 
131, ,서울특별시 영등포구 여의도동 2,126.9215775,37.52460497,(임시화장실)여의도공원,영등포구, ,임시화장실(탄핵집회 대응),4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영,탄핵집회 장소,대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개, , , , , 
132,서울특별시 종로구 율곡로 33,서울특별시 종로구 송현동 60-8,126.9828311,37.57581349,(임시화장실)안국역 송현공원 입구,종로구, ,임시화장실(탄핵집회 대응),4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영,탄핵집회 장소,대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개, , , , , 
133,서울특별시 종로구 세종대로 159,서울특별시 종로구 세종로 1-68,126.9767697,37.57052277,(임시화장실)광화문역 7번 출구,종로구, ,임시화장실(탄핵집회 대응),4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영,탄핵집회 장소,대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개, , , , , 
134,서울특별시 용산구 이태원로 294,서울특별시 용산구 한남동 727-56,127.0022237,37.54045695,(임시화장실)한강진역_블루스퀘어,용산구, ,임시화장실(탄핵집회 대응),4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영,탄핵집회 장소,대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개, , , , , 
135,서울특별시 중구 세종대로 110,서울특별시 중구 태평로1가 54-3,126.9773742,37.56625556,(임시화장실)서울광장,중구, ,임시화장실(탄핵집회 대응),4월 3일(목) 오전 09:00부터 4월 5일(토) 24:00까지 운영,탄핵집회 장소,대변기(여) : 5개 대변기(남) : 2개 소변기(남) : 4개, , , , , 
136,서울특별시 서초구 중앙로 616,서울특별시 서초구 우면동 777,127.0203547,37.45877475,송동근린공원 공중화장실, ,02-2155-6865,공중화장실,정시,공중화장실, , , , , , 
137,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-27,127.046381,37.51030289,강남구치매지원센터 공영노외주차장,강남구,02-3423-5963,공공개방,정시,교통시설, , , , , , 
138,서울특별시 강남구 삼성로 610,서울특별시 강남구 삼성동 71,127.0531542,37.51419972,GKL빌딩,강남구, ,민간개방1, , , , , , , , 
139,서울특별시 강남구 압구정로79길 26,서울특별시 강남구 청담동 124-1,127.0492759,37.525087,청담문화센터,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
140,서울특별시 서초구 동산로 35,서울특별시 서초구 양재동 311,127.0423899,37.47181566,양재근린공원,서초구,02-2155-6737,공중,상시(연중 개방),공원,"남1, 여1",손건조기, , , , 
141,서울특별시 강남구 학동로20길 13,서울특별시 강남구 논현동 127-14,127.0285472,37.51220217,논현제2 공영주차장,강남구,02-3423-5963,공공개방,정시,교통시설, , , , , , 
142,서울특별시 강남구 학동로6길 19,서울특별시 강남구 논현동 123-11,127.0245881,37.51067703,논현제1 공영주차장,강남구,02-3423-5963,공공개방,정시,교통시설, , , , , , 
143,서울특별시 강남구 봉은사로 222,서울특별시 강남구 역삼동 652-2,127.0364663,37.50782224,서광주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
144,서울특별시 강남구 도곡로 176,서울특별시 강남구 도곡동 545-7,127.0388404,37.4914457,크리스빌딩(구 한웰빌딩),강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
145,서울특별시 강남구 도곡로 162,서울특별시 강남구 도곡동 546-3,127.0376842,37.49104262,선진주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
146,서울특별시 강남구 테헤란로 142,서울특별시 강남구 역삼동 736-1,127.0349344,37.49973051,아크플레이스(구 캐피탈타워),강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
147,서울특별시 강남구 테헤란로 419,서울특별시 강남구 삼성동 142-43,127.0521662,37.50586554,삼성금융플라자,강남구,02-3423-5963,민간개방1,정시,빌딩,"남2,여1", , , , , 
148,서울특별시 강남구 테헤란로 424,서울특별시 강남구 대치동 891,127.0534537,37.50548802,삼성대치타워,강남구,02-3423-5963,민간개방1,상시,빌딩,"남1,여1", , , , , 
149,서울특별시 강남구 테헤란로 503,서울특별시 강남구 삼성동 157-33,127.0571514,37.50747681,옥산빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
150,서울특별시 강남구 테헤란로 440,서울특별시 강남구 대치동 892,127.056099,37.50577335,포스코,강남구,02-3423-5963,민간개방1,상시,빌딩,여1, , , , , 
151,서울특별시 강남구 테헤란로 619,서울특별시 강남구 삼성동 169-17,127.0651037,37.50991036,현대삼성동주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
152,서울특별시 강남구 테헤란로88길 14,서울특별시 강남구 대치동 943-27,127.0597103,37.50655716,신도빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
301,서울특별시 강동구 고덕로61길 88,서울특별시 강동구 고덕동 497,127.1518109,37.55845085,두레근린공원,강동구,02%293425-5864,공중,상시,공원, ,손건조기, , , , 
302,서울특별시 강동구 동남로 888,서울특별시 강동구 상일동 147,127.1567567,37.55274168,상일쉼터(그루터기),강동구, , , , , , , , , , 
303,서울특별시 강동구 구천면로 258-6,서울특별시 강동구 천호동 280-9,127.1322626,37.54298063,고분다리시장 화장실,강동구, , , , , , , , , , 
304,서울특별시 강동구 진황도로29길 31,서울특별시 강동구 천호동 167-195,127.1331223,37.53906917,당말어린이공원,강동구, , , , , , , , , , 
305, ,서울특별시 송파구 방이동 88-16,127.1206872,37.52694945,성내유수지 체육시설 공원,송파구, , , , , , , , , , 
306,서울특별시 강동구 올림픽로 875,서울특별시 강동구 암사동 139-2,127.1303544,37.55947621,암사유적지 야외주차장 화장실,강동구, , , , , , , , , , 
307, ,서울특별시 강동구 암사동 193,127.1306022,37.55774639,암사역사공원,강동구, , , , , , , , , , 
308,서울특별시 강동구 올림픽로 874,서울특별시 강동구 암사동 188,127.1310605,37.55892972,암사역사 비지터 화장실,강동구, , , , , , , , , , 
309,서울특별시 강동구 고덕로 333,서울특별시 강동구 고덕동 692,127.1623617,37.56006782,고덕그라시움 화장실,강동구, , , , , , , , , , 
310,서울특별시 강동구 고덕로24길 23,서울특별시 강동구 암사동 453-8,127.1358361,37.55362769,볕우물어린이공원,강동구, , , , , , , , , , 
311, ,서울특별시 강동구 상일동 536,127.1746177,37.55629176,능골근린공원,강동구, , , , , , , , , , 
312, ,서울특별시 강동구 강일동 127-2,127.1704311,37.57371908,여울빛공원,강동구, , , , , , , , , , 
313, ,서울특별시 강동구 고덕동 산 98-1,127.1467821,37.56273911,가제골(전원마을),강동구,02%293425-5864,공중,상시,공원, , , , , , 
314,서울특별시 강동구 성안로 71,서울특별시 강동구 성내동 420-42,127.1315823,37.52998321,소망빌딩,강동구, , , , , , , , , , 
315,서울특별시 강동구 천호대로 1139,서울특별시 강동구 길동 459-3,127.1381,37.53459088,강동그린타워,강동구,02%293425-5864,민간개방1,상시,빌딩, , , , , , 
316,서울특별시 강동구 올림픽로 791,서울특별시 강동구 암사동 503-30,127.1278921,37.55173267,암사충전소,강동구,02%293425-5864,공중,상시,주유소및충전소, , , , , , 
317,서울특별시 강동구 올림픽로 795,서울특별시 강동구 암사동 503-21,127.127906,37.55220097,의정부 부대찌개,강동구,02%293425-5864,민간개방1,정시(13:00~24:00),빌딩, , , , , , 
318,서울특별시 강동구 천호대로157길 14,서울특별시 강동구 천호동 453-19,127.1273197,37.53822175,나비상가,강동구, , , , , , , , , , 
319,서울특별시 강동구 성내로 19,서울특별시 강동구 성내동 539-3,127.1228777,37.5302014,서경빌딩,강동구,02%293425-5864,민간개방1,정시(06:00~24:00),빌딩, , , , , , 
320,서울특별시 강동구 양재대로91길 59,서울특별시 강동구 성내동 424,127.1327754,37.52845461,선린어린이공원,강동구, , , , , , , , , , 
321,서울특별시 강동구 천호대로187길 62,서울특별시 강동구 길동 400-1,127.1431501,37.5369434,길동복조리시장 아름상가 고객화장실,강동구, , , , , , , , , , 
322,서울특별시 강동구 양재대로 1458,서울특별시 강동구 길동 411-4,127.1395726,37.53589823,길동빌딩,강동구, , , , , , , , , , 
323,서울특별시 강동구 풍성로54길 21,서울특별시 강동구 성내동 417-49,127.1340272,37.52848892,둔촌역전통시장 공영주차장내고객지원센터,강동구, , , , , , , , , , 
324,서울특별시 강동구 상암로11길 8,서울특별시 강동구 암사동 496-16,127.1289025,37.55002087,암사종합시장 고객화장실,강동구,02%293425-5864,민간개방1,정시(06:00~24:00),상가(전통시장), , , , , , 
325,서울특별시 강동구 동남로 990,서울특별시 강동구 고덕동 287,127.157585,37.562492,샘터근린공원 족구장 화장실,강동구,02%293425-5864,공중,상시,공원, ,손건조기, , , , 
326,서울특별시 관악구 남부순환로 1868,서울특별시 관악구 봉천동 1664-17,126.9569708,37.47934273,서계빌딩,관악구,02-885-5091,민간개방1,정시(08:00~18:00),빌딩, , , , , , 
327,서울특별시 종로구 세종대로 175,서울특별시 종로구 세종로 81-3,126.9757016,37.57261267,세종문화회관 충무공이야기(지하2층),종로구,02-399-1553,공공개방,정시(3월~10월까지 10:00 ~ 21:00(매주 월요일 휴관) 11월~2월까지 10:00 ~ 20:00(매주 월요일 휴관)),공용시설, , , , , , 
210,서울특별시 강동구 구천면로 189,서울특별시 강동구 천호동 563,127.1259409,37.54118736,이천일아울렛,강동구, , , , , , , , , , 
328,서울특별시 구로구 경인로59길 67,서울특별시 구로구 신도림동 390-68,126.88084,37.50763,신도림치안센터,구로구,02-2633-0335,공공개방,상시,공공청사, ,손건조기1, , , , 
329,서울특별시 구로구 디지털로31길 86,서울특별시 구로구 구로동 256-1,126.8913854,37.48665905,구로3파출소,구로구,02-866-0112,공공개방,상시,공공청사, ,손건조기1, , , , 
330,서울특별시 구로구 개봉로1가길 28,서울특별시 구로구 개봉동 360-4,126.8538048,37.48585063,개봉3치안센터,구로구,02-2612-0131,공공개방,상시,공공청사, , , , , , 
331,서울특별시 구로구 고척로1길 34,서울특별시 구로구 오류동 81-130,126.83884,37.49482,오류지구대,구로구,02-2612-6112,공공개방,상시,공공청사, , , , , , 
332,서울특별시 구로구 새말로 26,서울특별시 구로구 구로동 569-3,126.88389,37.50228,신구로지구대,구로구,02-853-0189,공공개방,상시,공공청사, ,손건조기1, , , , 
333,서울특별시 구로구 오리로 1102-8,서울특별시 구로구 천왕동 281-4,126.8425702,37.48384185,천왕파출소,구로구, , , , , , , , , , 
334,서울특별시 구로구 시흥대로 531,서울특별시 구로구 구로동 1131-4,126.8992132,37.48094281,에이치디현대오일뱅크(주)직영 구로셀프주유소,구로구,02-860-2998,공중,상시,주유소및충전소, , , , , , 
335,서울특별시 구로구 고척로 199,서울특별시 구로구 고척동 167-32,126.8554,37.505158,㈜자연에너지 고척주유소,구로구,02-860-2998,공중,정시(06:00~24:00),주유소및충전소, , , , , , 
336,서울특별시 구로구 고척로 115,서울특별시 구로구 개봉동 92-3,126.8468241,37.50189216,㈜개봉오일,구로구,02-860-2998,공중,정시(05:00~24:00),주유소및충전소, ,손건조기2, , , , 
